ID,SOURCEID,Site Name,Address,Type,BlockLot,RecordType,YearStarted,ApproxAddress,GardenType,Management,SqFeet,BGS_Relate,NHOOD,Conserval,ConsValue,Motivations,Uses,CCD,LD,Watershed,OwnType,Permission,Fence,FenceLock,FenceHours,Water
475,BGS_163,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 082,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
483,BGS_171,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 083,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
466,BGS_154,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 084,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
462,BGS_150,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 085,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
482,BGS_170,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 086,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
476,BGS_164,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 087,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
484,BGS_172,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 088,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
469,BGS_157,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 089,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
473,BGS_161,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 090,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
485,BGS_173,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 091,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
493,BGS_181,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 092,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
470,BGS_158,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 093,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
474,BGS_162,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 094,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
457,BGS_145,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 095,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
463,BGS_151,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 096,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
494,BGS_182,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 097,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
477,BGS_165,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 098,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
495,BGS_183,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 099,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
478,BGS_166,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 100,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
489,BGS_177,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 101,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
481,BGS_169,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 102,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
488,BGS_176,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 103,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
454,BGS_143,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 104,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
458,BGS_146,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 105,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
472,BGS_160,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 106,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
480,BGS_168,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 107,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
479,BGS_167,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 108,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
464,BGS_152,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 109,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
492,BGS_180,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 110,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
467,BGS_155,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 111,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
465,BGS_153,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 112,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
459,BGS_147,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 113,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
496,BGS_184,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 114,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
498,BGS_186,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 115,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
497,BGS_185,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 116,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
490,BGS_178,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 117,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
468,BGS_156,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 118,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
460,BGS_148,Duncan Street Miracle Garden,1800-1843 N. Duncan Street,Garden,1450 119,Community Managed Site,1988,,Garden,Community Managed,23091,Protected by BGS,Broadway East,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Active Recreation; Air Quality; Beautification; Bees; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Water Quality; Other",Art Inc.; Beauty; Children's Activities; Connected to Schools; Flower Beds; Food Grown - Co-op; Food Grown - Individual Plots; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,12,45,,Privately Owned,BGS,Yes,Yes,,In Garden
211,BGS_72,Biddle Street Garden,2132- 2136 Biddle Street,,1534 017,Community Managed Site,,,,,2940,,Broadway East,,,,,13,45,,Mixed,,,,,
83,BGS_70,Biddle Street Garden,2132- 2136 Biddle Street,,1534 018,Community Managed Site,,,,,2940,,Broadway East,,,,,13,45,,Mixed,,,,,
112,BGS_71,Biddle Street Garden,2132- 2136 Biddle Street,,1534 019,Community Managed Site,,,,,2940,,Broadway East,,,,,13,45,,Mixed,,,,,
